Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli and Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal
4/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
4/2/2020,0,132,0,16,0,18,9,0,0,5,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,7,0
4/3/2020,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,128,295,0,0,0,0,0,0,0,0,20,0,0,0,0,411,0,0,0,0,0
4/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2020,0,0,0,0,32,0,0,0,0,0,0,0,0,106,0,0,314,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0
4/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2020,0,0,0,0,0,0,0,0,576,0,0,141,0,0,0,175,336,0,0,290,1018,0,0,1,0,42,0,0,363,0,0,0,0,0,32,0
4/8/2020,0,0,0,0,38,18,0,0,0,0,186,153,0,0,0,181,354,0,0,341,0,0,0,1,0,42,0,106,363,0,690,0,0,0,0,0
4/9/2020,0,0,1,0,43,0,0,0,720,7,0,156,0,0,0,197,357,0,0,411,868,0,0,1,0,48,0,130,463,0,834,0,0,410,35,0
4/10/2020,0,365,0,29,60,19,18,0,903,7,378,162,30,207,14,207,364,0,0,451,1135,0,0,0,0,50,0,151,561,0,911,0,0,433,35,0
4/11/2020,0,381,0,29,61,19,18,0,1069,0,468,165,30,224,17,215,373,0,0,529,1761,0,0,0,0,51,0,158,678,0,969,0,2,452,35,126
4/12/2020,0,405,0,29,64,21,31,0,1154,7,516,181,32,245,17,232,375,0,0,562,1761,0,0,1,0,54,0,170,796,0,1075,0,0,483,35,134
4/13/2020,0,432,0,0,65,21,31,0,1510,7,572,182,32,270,19,247,378,17,0,614,1996,0,0,1,0,54,0,176,847,0,1173,0,0,558,35,152
4/14/2020,0,473,1,31,62,21,33,0,1561,7,617,184,32,278,27,260,386,17,0,741,2340,2,0,1,0,56,0,184,1005,0,1204,0,0,660,35,190
4/15/2020,0,525,0,32,66,21,33,0,1578,7,766,190,35,300,0,279,387,18,0,938,2690,0,0,1,0,60,0,186,1076,0,1242,0,2,727,37,213
4/16/2020,0,534,0,34,72,21,33,0,1640,7,929,214,35,314,0,315,394,18,0,1164,2916,0,7,1,0,60,0,197,1101,0,1267,0,2,805,37,231
4/17/2020,12,572,1,34,83,21,36,0,1707,7,1099,223,36,328,32,359,395,0,0,1310,3204,2,9,0,0,60,0,211,1229,0,1323,0,0,849,40,255
4/18/2020,0,603,1,34,85,23,36,0,1893,7,1376,232,39,341,33,384,399,0,0,1402,3323,0,11,1,0,60,7,234,1282,0,1372,0,0,974,42,287
4/19/2020,0,647,0,34,92,26,36,0,2003,7,1743,250,39,350,38,390,401,18,0,1407,3651,0,11,1,0,61,7,244,1478,0,1477,858,0,1100,44,310
4/20/2020,0,722,1,34,96,26,36,0,2081,7,1939,251,39,368,45,408,408,0,0,1485,4204,0,11,1,0,68,7,245,1576,0,1520,0,0,1184,46,339
4/21/2020,0,757,1,34,115,27,36,0,2156,7,2178,255,39,380,0,418,426,18,0,1552,4676,0,12,1,0,79,7,251,1735,0,1596,0,2,1337,46,392
4/22/2020,0,813,2,0,136,27,36,0,2248,7,2407,264,39,407,49,427,437,0,0,1587,5229,0,12,1,0,83,7,257,1888,0,1629,0,2,1449,46,423
4/23/2020,0,893,0,0,148,27,36,0,2375,7,2624,270,40,427,53,445,447,0,0,1687,5218,0,12,1,0,89,7,283,1964,0,1683,0,0,1510,47,456
4/24/2020,27,955,2,35,176,27,36,0,2514,0,2815,275,40,454,57,474,450,0,0,1846,6427,2,12,0,0,94,7,298,2034,0,1755,0,0,1621,48,514
4/25/2020,0,1016,0,35,238,28,37,0,2625,0,3061,287,40,494,67,500,457,0,0,1945,6817,2,12,0,0,94,8,308,2083,0,1821,0,0,1793,48,571
4/26/2020,0,1097,2,35,255,30,37,0,2918,0,3301,296,40,523,82,503,468,0,0,2090,7928,0,0,1,0,103,8,322,2185,0,1885,0,0,1873,50,611
4/27/2020,33,1177,2,35,328,40,37,0,3108,7,3547,301,40,546,103,512,481,0,0,2165,8068,0,12,1,0,111,8,330,2262,0,1937,0,0,1896,51,649
4/28/2020,0,1259,2,0,346,56,38,0,3314,7,3774,308,40,565,105,523,485,0,0,2387,8590,0,12,1,0,118,8,342,2364,0,2058,1009,0,2053,52,697
4/29/2020,0,1332,2,37,383,67,38,0,3439,7,4082,311,40,581,107,535,495,22,0,2560,9318,0,12,1,0,122,8,375,2438,0,2162,1016,0,2134,54,725
4/30/2020,0,1403,2,0,409,74,40,0,0,7,4395,339,40,614,109,565,497,22,0,2625,9915,2,12,1,0,142,8,480,2584,0,2323,0,0,2211,57,758
5/1/2020,33,1463,2,0,466,88,43,0,0,7,4721,357,40,639,113,589,497,22,0,2715,10498,2,0,1,0,149,9,585,2666,0,2526,0,3,2328,57,0
5/2/2020,0,1525,0,42,476,94,0,0,4122,7,5054,369,40,666,115,601,499,23,0,2788,11506,2,12,1,0,157,12,772,2720,0,2757,0,5,2487,59,795
5/3/2020,0,1583,2,0,485,97,57,0,4549,7,5428,442,40,701,115,614,499,41,0,2837,12296,0,0,1,0,162,12,1102,2886,0,3023,0,5,2645,60,922
5/4/2020,0,1650,2,42,525,102,0,0,4898,7,5804,517,41,726,115,651,499,41,0,2942,12974,2,12,1,0,169,12,1232,3061,0,3550,0,17,2766,60,1259
5/5/2020,0,1717,2,43,529,115,58,1,5104,7,6245,548,42,741,125,673,502,0,0,3049,14541,0,12,1,0,170,12,1451,3158,0,4058,0,30,2880,61,1344
5/6/2020,0,1777,2,0,539,120,59,1,5532,7,6625,594,43,775,127,693,502,0,0,3138,15525,0,0,1,0,185,12,1526,3317,0,4829,0,43,2998,61,1456
5/7/2020,0,1833,2,0,547,129,0,1,5980,0,7013,625,46,793,132,705,502,0,0,3252,16758,2,12,1,0,209,13,1644,3427,0,5409,0,89,3071,61,1548
5/8/2020,0,1887,2,0,564,146,59,1,6318,7,7403,647,50,823,132,753,503,0,0,3341,17974,2,0,1,0,271,15,1731,3579,0,6009,0,89,3214,61,1678
5/9/2020,0,1930,2,59,585,169,59,0,6542,7,7797,675,52,836,154,794,505,42,0,3457,19063,2,12,1,0,294,16,1762,3708,0,6535,0,119,3373,67,1786
5/10/2020,0,1980,2,62,653,173,59,1,6923,7,8195,703,55,861,157,848,512,0,0,3614,20228,2,13,1,0,362,17,1823,3814,0,7204,0,136,3467,68,1939
5/11/2020,0,2018,2,64,714,173,0,1,7233,7,8541,730,59,879,160,862,512,0,0,3785,23401,2,13,1,0,414,17,1877,3988,0,8002,0,154,3573,68,2063
5/12/2020,0,2051,2,64,796,187,59,1,7639,0,8903,780,66,934,164,925,524,0,0,3986,23401,0,0,1,0,437,0,1914,4126,0,8718,0,155,3664,68,2173
5/13/2020,0,2137,2,0,909,189,59,1,7998,0,9268,793,67,971,177,959,534,43,0,4173,24427,2,0,1,0,538,18,1924,4328,0,9227,0,155,3578,70,2290
5/14/2020,0,2100,2,86,970,191,59,1,8470,7,9591,818,70,983,197,987,560,0,0,4426,25922,0,0,1,0,611,18,1935,4534,0,9674,0,156,3902,75,2377
5/15/2020,0,2157,2,86,1010,191,66,1,8895,7,9932,854,76,1013,211,1056,576,0,0,4595,27524,3,13,1,0,672,21,1932,4747,0,10108,0,156,4057,79,2461
5/16/2020,33,0,2,91,1083,191,67,0,9333,20,10989,887,78,1121,217,1092,587,43,0,4790,29100,4,0,1,0,737,22,1946,4960,0,10585,1551,167,4258,88,2576
5/17/2020,0,2230,2,97,1193,191,0,1,9755,29,11380,910,80,1183,223,1147,601,0,0,4977,30706,0,0,1,0,828,22,1964,5202,0,11224,0,167,4464,92,2677
5/18/2020,0,2282,2,106,1391,196,93,1,10054,29,11746,928,90,1289,228,1246,630,43,0,5236,33053,7,13,1,0,876,22,1980,5375,0,11760,0,167,4605,93,2825
5/19/2020,33,2339,2,141,1495,199,100,1,10554,46,12141,964,92,1317,248,1395,642,43,0,5465,35058,0,13,1,0,978,22,2002,5845,0,12448,0,169,4926,104,2961
5/20/2020,33,2407,2,170,1607,0,0,1,11088,50,12539,970,110,1390,281,1462,666,0,0,5735,37136,20,13,1,0,1052,24,2005,6015,0,13191,0,173,5175,120,3103
5/21/2020,33,2452,2,203,1881,216,128,1,11659,52,12910,1031,152,1449,303,1605,690,44,0,5981,39297,0,0,1,0,1103,31,2028,6227,0,13967,0,173,5515,132,3197
5/22/2020,33,2514,2,259,2098,219,172,1,12319,54,13273,1067,168,1489,323,1743,733,44,0,6170,41642,26,14,1,0,1189,32,2029,6494,0,14735,0,175,5735,151,3332
5/23/2020,33,2561,2,329,2344,225,214,2,12910,55,13669,1131,185,1569,350,1959,795,49,0,6371,44582,29,0,1,0,1269,39,2045,6657,0,15512,0,191,6017,173,3459
5/24/2020,33,2627,2,378,2507,238,0,2,13418,66,14056,1184,203,1621,370,2089,848,52,0,6665,47190,0,0,1,0,1335,45,2060,7028,1,16277,0,191,6268,293,3667
5/25/2020,33,2671,2,526,0,266,292,2,14053,67,14468,1213,223,1668,405,2182,897,53,0,6859,50231,36,0,1,3,1438,47,2081,7300,1,17082,0,198,6497,332,3816
5/26/2020,33,2719,2,616,0,278,360,2,14465,67,14821,1305,247,1759,426,2283,964,0,0,7024,52667,39,15,1,4,1517,52,2106,7536,1,17728,0,209,6724,400,4009
5/27/2020,33,2787,2,0,3010,279,364,2,15257,68,15203,1381,273,1921,458,2418,1004,0,0,7261,54758,44,20,0,9,1593,60,2139,7816,1,18545,0,232,6991,438,4192
5/28/2020,33,2841,3,0,3106,289,398,2,16281,69,15572,1504,281,2036,469,2533,1089,0,0,7453,56948,55,0,1,18,1660,61,2158,8067,1,19372,0,242,7170,493,4536
5/29/2020,33,2874,3,1024,3276,289,415,2,17386,69,15944,1721,295,2164,521,2781,1151,0,0,7645,59546,59,0,1,25,1723,65,2197,8365,1,20246,0,244,7445,602,4813
5/30/2020,33,2944,4,1185,3511,289,447,0,18549,70,16356,1923,313,2341,563,2922,1209,74,0,7891,62228,0,0,1,36,1819,71,2233,8617,1,21184,0,271,7701,727,5130
5/31/2020,33,3045,4,1272,3692,293,492,0,19844,71,16794,2091,331,2446,610,3221,1270,77,0,8089,65168,0,27,1,43,1948,81,2263,8831,1,22333,0,316,8075,802,5501
6/1/2020,33,3118,22,0,3872,294,539,3,20834,73,17217,2356,340,2601,661,3408,1327,0,0,8283,67655,0,27,1,43,2104,81,2301,9100,1,23495,0,423,8361,929,5772
6/2/2020,33,3200,28,1513,4049,301,556,0,22132,79,17632,2652,345,2718,712,3796,1413,81,0,8420,70013,0,28,13,49,2245,91,2342,9373,1,24586,0,471,8729,999,6168
6/3/2020,33,3279,38,1672,4273,301,626,12,23645,126,18117,2954,359,2857,764,4063,1495,0,0,8588,72300,118,28,14,58,2388,98,2376,9652,2,25872,0,622,8870,1066,6508
6/4/2020,33,3377,43,1988,4420,302,756,14,25004,166,18609,3281,383,3142,827,4320,1589,0,0,8762,74860,0,31,17,80,2478,109,2415,9862,2,27256,0,646,9237,1145,6876
6/5/2020,33,3427,46,0,4551,309,863,14,26334,196,19119,3597,393,3324,922,4835,1700,97,0,8996,77793,132,31,22,94,2608,115,2461,10084,3,28694,0,694,9733,1215,7303
6/6/2020,33,3588,49,2397,4745,309,923,19,27654,267,19617,3952,400,3467,1028,5213,1808,99,0,9228,80229,0,33,24,107,2781,118,2515,10337,3,30152,0,749,10103,1245,7738
6/7/2020,33,3718,51,2565,4972,314,1073,20,28936,300,20097,4448,411,4087,1103,5452,1915,0,0,9401,82968,172,33,34,118,2856,130,2608,10599,0,31667,0,802,10536,1341,8187
6/8/2020,33,3843,57,0,5176,318,1160,22,29943,330,20574,4854,421,4285,1290,5760,2006,0,0,9638,85975,0,36,42,123,2994,139,2663,10876,6,33229,0,840,10947,1380,8613
6/9/2020,33,3990,57,2937,5364,0,1211,0,31309,359,21044,5209,437,4346,1416,5921,2097,108,0,9849,88528,304,40,88,127,3140,143,2719,11245,12,34914,0,866,11335,1488,8985
6/10/2020,35,4126,61,0,5583,328,1262,27,32810,387,21554,5438,451,4507,1423,6041,2162,0,0,10049,90787,311,44,102,128,3250,156,2805,11600,12,36841,0,897,11610,1560,9328
6/11/2020,38,4261,67,3319,5807,332,1398,0,34687,417,22067,5968,470,4574,1599,6245,2245,135,0,10241,94041,366,44,104,130,3386,168,2887,11838,12,38716,0,915,12088,1637,9768
6/12/2020,38,4402,87,3498,6043,334,1429,0,36824,463,22562,6334,486,4730,1656,6516,2323,239,0,10443,97648,0,44,0,156,3477,175,2986,12068,26,40698,0,960,12619,1692,10244
6/13/2020,38,4588,88,0,6183,345,1512,28,38958,523,23079,6749,493,4878,1711,6824,2408,437,0,10641,101141,449,44,107,163,3723,193,3063,12401,62,42687,0,1042,13118,1759,10698
6/14/2020,38,4841,0,0,6355,350,1549,31,41182,564,23590,7208,518,5041,1761,7000,2462,539,0,10802,104568,458,0,112,168,3909,206,3140,12694,67,44661,0,1075,13615,1816,11087
6/15/2020,41,5087,95,4158,6581,357,1715,38,42829,592,24104,7722,556,5220,1793,7213,2544,555,0,10935,107958,490,44,117,177,4055,214,3267,12981,68,46504,0,1084,14091,1836,11494
6/16/2020,44,5280,99,4319,6736,358,1784,51,44688,629,24628,8272,560,5298,1839,7530,2623,649,0,11083,110744,0,44,121,179,4163,233,3371,13216,68,48019,5406,1090,14598,1912,11909
6/17/2020,44,5555,103,4605,6889,368,1864,58,47102,656,25148,8832,585,5406,1895,7734,2698,687,0,11244,0,552,43,121,193,4338,257,3497,13542,70,50193,5675,1133,15181,1985,12300
6/18/2020,45,5854,103,4861,6993,373,1946,69,49979,705,25658,9218,595,5555,1919,7944,2795,687,0,11426,123794,606,43,130,193,4512,285,3615,13857,0,52334,0,1154,15785,2079,12735
6/19/2020,47,7961,135,4904,7178,375,2018,0,53116,725,26198,9743,627,5680,1961,8281,2913,744,0,11582,120504,681,43,130,198,4677,301,3832,14156,70,54449,6526,1181,16594,2127,13090
6/20/2020,47,8452,135,5006,7380,390,2076,93,56746,754,26737,10223,656,5834,2024,8697,3040,836,0,11724,124331,0,43,140,201,4856,353,3952,14537,70,56845,7072,1189,17135,2278,13531
6/21/2020,48,8929,139,5388,7602,404,2273,97,59746,818,27317,10635,673,5956,2089,9150,3173,837,0,11903,128205,841,0,141,211,5160,389,4074,14930,70,59377,7802,1224,17731,2324,13945
6/22/2020,48,9372,148,5586,7808,410,2302,112,62655,864,27880,11025,727,6088,2140,9399,3311,847,0,12078,132075,898,44,142,280,5303,407,4235,15232,78,62087,8674,1240,18322,2401,14358
6/23/2020,50,9834,158,5853,7974,415,2356,121,66602,909,28429,11520,775,6236,2193,9721,3452,932,0,12261,142628,921,46,142,330,5470,426,4397,15627,79,64603,9553,1263,18893,2505,14728
6/24/2020,56,10331,160,6282,8180,420,2419,134,70390,951,29001,12010,806,6422,2219,10118,3604,932,0,12448,146811,970,46,145,347,5752,489,4627,16009,83,67468,10444,1263,19557,2568,15173
6/25/2020,59,10884,172,6646,8381,423,2456,154,73780,995,29578,12463,839,6549,2261,10560,3727,941,0,12595,151823,1056,46,145,355,5962,532,4769,16296,85,70977,11364,1295,20193,2642,15648
6/26/2020,72,11489,174,6646,8611,424,2545,169,77240,1039,30158,12884,864,6762,2294,11005,3877,946,0,12798,156457,0,48,147,371,6180,565,4957,16660,86,74622,12349,1330,20943,2725,16190
6/27/2020,73,12285,177,6919,8859,427,2602,184,80188,1128,30773,13427,894,6966,2339,11923,4072,960,0,12965,162168,1092,48,150,387,6350,654,5056,16944,87,78335,13436,1339,21549,2791,16711
6/28/2020,83,13098,182,7165,9117,429,2694,188,83077,1198,31397,13829,916,7093,2364,13190,4190,0,0,13186,168388,0,50,151,415,6614,682,5216,17271,88,82275,14419,1351,22147,2823,17283
6/29/2020,90,13891,187,7492,9506,434,2761,203,85161,1251,32023,14210,942,7237,2426,14295,4311,964,0,13370,173227,1227,51,151,434,6859,690,5418,17660,88,86224,15394,1385,22828,2831,17907
6/30/2020,97,14595,191,7835,9744,440,2858,213,87360,1315,32643,14548,953,7497,2490,15242,4442,0,0,13593,177945,0,52,151,459,7065,714,5568,18014,88,90167,16339,1393,23492,2881,18559
7/1/2020,100,15252,195,8547,10075,446,2940,229,89802,1387,33318,14941,979,7695,2525,16514,4593,990,0,13861,183686,0,55,160,501,7316,739,5668,18312,88,94049,17357,1401,24056,2947,19170
7/2/2020,109,16097,232,8955,10392,450,3013,254,92175,1482,33999,15509,1014,7849,2585,18016,4753,990,0,14106,190071,1279,55,160,535,7545,802,5784,18662,88,98392,18570,1440,24825,2984,19819
7/3/2020,116,16934,252,9434,10911,454,3065,304,94695,1576,34686,16003,1033,8019,2697,19710,4965,1001,0,14297,196405,1316,58,162,539,8106,824,5937,19052,101,102721,20462,1533,25797,3048,20488
7/4/2020,119,17699,259,9799,11457,459,3133,333,97200,1684,35398,16548,1046,8246,2739,21549,5205,1005,0,14604,203816,1325,70,164,563,8601,904,6109,19532,103,107001,22312,1558,26554,3093,21231
7/5/2020,125,18697,269,11001,11860,466,3207,371,99444,1761,36123,17005,1063,8429,2807,23474,5430,1005,0,14930,210221,0,72,186,590,9070,946,6283,20164,125,111151,23902,1581,27707,3124,22126
7/6/2020,141,20019,270,11736,12140,487,3305,398,100823,1813,36858,17504,1077,8675,2854,25317,5623,0,0,15284,216079,1390,80,191,625,9526,1009,6491,20688,125,114978,25733,1692,28636,3161,22987
7/7/2020,147,21197,276,12522,12525,492,3415,423,102831,1903,37636,17999,1083,8931,3018,26815,5895,1041,0,15627,220816,1430,90,197,644,10097,1041,6749,21404,125,118594,27612,1716,29968,3230,23837
7/8/2020,149,22259,287,0,13274,507,3491,440,104864,2039,38419,18690,1101,9261,3134,28877,6196,1047,0,16036,227684,0,99,201,657,10624,1151,6907,22063,129,122350,29536,1773,31156,3258,24823
7/9/2020,151,23814,302,14032,13978,523,3679,454,107051,2151,39280,19369,1140,9501,3268,31105,6535,1055,0,16341,234853,1450,104,203,673,11201,1200,7140,22563,130,126581,30946,1789,32362,3305,25911
7/10/2020,156,25422,335,14600,14330,536,3806,468,109140,2251,40155,19934,1171,9888,3518,33418,6951,1064,0,16657,242867,1582,186,226,732,11956,1272,7357,23174,130,130261,32224,1931,33700,3373,27109
7/11/2020,163,27235,341,15536,15039,549,3897,480,110921,2368,41027,20582,1182,10156,3663,36216,7439,1077,0,17201,251442,1593,262,226,748,12526,1337,7587,23748,156,134226,33402,1962,35092,3417,28453
7/12/2020,163,29168,359,16071,16305,559,4081,495,112494,2453,41897,21240,1213,10513,3760,38843,7874,1086,0,17632,259037,1609,295,227,774,13121,1418,7821,24392,160,138470,34671,2067,36476,3537,30013
7/13/2020,166,31103,387,16806,17421,588,4265,520,113740,2583,42808,21929,1243,10827,3963,41581,8323,1093,0,18207,265724,0,309,233,845,13737,1468,8178,24936,162,142798,36221,2093,38130,3608,31448
7/14/2020,171,33019,462,17807,18853,600,4379,536,115346,2753,43723,22628,1309,11173,4225,44077,8931,1128,0,19005,272392,0,318,233,896,14280,1531,8511,25571,211,147324,37745,2183,39724,3686,32838
7/15/2020,176,35451,491,18666,20173,619,4556,552,116993,2951,44648,23306,1341,11666,4562,47253,9554,0,0,19643,280751,1700,346,238,902,14898,1596,8799,26437,0,151820,39342,2281,41383,3785,34427
7/16/2020,180,38044,543,19754,21558,635,4754,570,118645,3108,45567,24002,1377,12156,4783,51422,10276,1147,0,20378,288696,0,377,267,916,15392,1743,9094,27174,235,156369,41018,2379,43441,3982,36117
7/17/2020,194,40646,609,20646,23300,660,4976,601,120107,3304,46516,24797,1417,12757,5096,55115,11067,0,0,21082,296780,1800,403,272,956,16110,1832,9442,27789,254,160907,42496,2497,0,4102,38011
7/18/2020,198,44609,650,21864,24967,691,5246,646,121582,3484,47476,25547,1457,13198,5385,59652,11660,1159,0,21763,305541,1891,418,282,978,16701,1894,9792,28500,273,165714,43780,2668,47036,4276,40209
7/19/2020,203,49650,740,22981,26379,717,5407,684,122793,3657,48441,26164,1521,13899,5552,63772,12481,1178,0,22600,315387,1911,450,284,988,17437,1999,10100,29434,283,170693,45076,2892,49286,4515,42487
7/20/2020,207,53724,790,23999,27455,739,5598,705,123747,3853,49439,26858,1631,14650,5777,67420,13275,1195,0,23310,324210,1925,469,284,1021,18110,2092,10510,30390,305,175678,46274,3093,51160,4642,44769
7/21/2020,212,58668,858,25092,28564,751,5731,733,125096,4027,50465,27462,1664,15258,6195,71069,13995,1198,0,24095,332831,2015,490,297,1030,18757,2183,10889,31373,330,180643,47705,3345,0,4849,47030
7/22/2020,221,64713,949,27744,30066,780,5968,0,126323,4176,51485,28186,1725,15711,6682,75833,15033,1206,0,24842,342936,2060,514,317,1084,19835,2300,11301,32334,438,186492,49259,3471,55588,5300,49321
7/23/2020,240,72711,991,28791,31691,800,6254,0,127364,4350,52563,28975,1834,16429,7166,80863,16111,1210,0,25474,352760,2115,534,326,1174,21099,2420,11739,33220,460,192964,50826,3677,58104,5445,51757
7/24/2020,259,80858,1056,29921,33511,823,6731,854,128389,4540,53631,29755,1954,16782,7564,0,16996,1246,0,26210,362416,2146,582,332,1238,22693,2515,12216,34178,477,199749,52466,3777,60771,5717,53973
7/25/2020,290,88671,1126,31086,36314,852,7087,890,129531,4686,54712,30538,2049,17305,7841,90942,18099,1276,0,26926,371731,2176,595,361,1289,24013,2654,12684,35298,512,206737,54059,3882,63742,5961,56377
7/26/2020,324,96298,1158,32228,38919,887,7489,940,130606,4861,55822,31332,2176,17920,8349,96141,19026,1285,0,27800,381452,2235,702,361,1339,25389,2787,13218,36430,0,213723,0,3919,67048,6104,58718
7/27/2020,338,102349,1239,33576,41111,910,7863,0,131219,5119,56874,32127,2270,18390,8803,101465,19728,1306,0,28589,389872,2286,738,361,1385,26892,2872,13769,37564,545,220716,55532,4066,70493,6328,60830
7/28/2020,363,110297,1330,34947,43591,934,8257,1020,132275,5287,57982,32876,2330,18879,9563,107001,20895,1327,0,29217,397513,2317,794,384,1460,28107,3011,14378,38636,579,227688,57142,4287,73951,6587,62964
7/29/2020,428,120390,1410,36295,45919,978,8515,1058,133310,5489,59126,33631,2403,19419,9894,112504,21798,1347,0,30134,407877,2458,794,395,1513,29175,3177,14946,39780,596,234114,58906,4503,77334,6866,65258
7/30/2020,471,130557,1484,38407,48001,1016,8775,1093,134403,5704,60285,34254,2506,19869,10399,118632,22304,1378,0,30968,419334,0,803,397,1566,30378,3298,15456,40936,610,239978,60717,4722,81039,7065,67692
7/31/2020,548,140933,1591,40269,50987,1051,9086,1136,0,5913,61438,34965,2564,20359,11314,124115,23614,1404,0,31806,428684,2621,818,408,1693,31877,3472,16119,42083,639,245859,62703,4996,0,7183,70188
8/1/2020,636,150209,1673,41726,54508,1079,9385,1181,136716,6193,62574,35758,2634,20972,12104,129287,24743,1462,0,32614,438920,0,856,413,1831,33479,3606,17063,43243,650,251738,64786,5248,89068,7447,72777
8/2/2020,734,158764,1698,42904,57270,1117,9608,1232,137677,6530,63675,36519,2703,21416,12559,134819,25912,1466,0,33535,448418,0,868,468,1935,34913,3806,17853,44410,658,257613,66677,5389,92921,7593,75516
